Ref,ProgAbbrName,SEX,CGPA,Semester1,Semester2,Semester3,Semester4,Semester5,Semester6,Semester7,Semester8,GRADUATED
STU6178,BACHELOR OF SCIENCE,1,3,3,3,2,3,3,4,4,3,1
STU6179,B.Sc. Agron.,1,3,3,3,3,3,2,3,3,3,1
STU6180,B.Sc. Agric. Econ. and AgBMgt.,0,4,4,3,3,4,3,3,4,4,1
STU6181,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,3,3,3,3,4,3,3,1
STU6182,B.Sc. EMOSH,1,3,3,2,3,3,3,4,2,3,1
STU6183,B.Sc. EMWR,1,2,2,2,2,2,2,2,3,2,0
STU6184,BACHELOR OF SCIENCE,0,3,3,3,3,3,3,4,3,3,1
STU6185,B.Sc. EMOSH,0,2,1.5,2,2,2,2,3,2,3,1
STU6186,B.Sc. IT,0,4,0,0,0,0,2,4,4,4,0
STU6187,BACHELOR OF SCIENCE,1,4,4,4,4,4,4,5,5,4,1
STU6188,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,0,3,3,1.5,0,1.5,2,0,0,0
STU6189,BACHELOR OF SCIENCE,0,3,2,3,2,3,2,4,3,3,1
STU6190,B.Sc. FSNT,0,3,3,1.5,2,2,2,4,3,3,1
STU6191,B.Comm. (New Programme),1,4,4,4,3,4,4,4,3,3,1
STU6192,B.Comm. (New Programme),1,4,3,4,3,4,3,4,4,4,1
STU6193,BACHELOR OF SCIENCE,0,3,3,3,2,3,3,4,3,4,1
STU6194,BACHELOR OF SCIENCE,1,2,2,2,2,3,2,3,3,3,0
STU6195,B.Sc. FSNT,1,3,4,3,3,3,3,4,4,3,1
STU6196,B.Sc. EHS (N/P),0,3,1.5,2,2,2,2,4,2,3,1
STU6197,B.Comm. (New Programme),1,2,2,2,2,2,2,2,2,2,0
STU6198,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,2,3,2,3,2,3,2,3,0
STU6199,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,2,2,1.5,2,1,3,2,2,0
STU6200,BACHELOR OF SCIENCE,0,3,1.5,2,3,2,2,3,3,3,0
STU6201,B.Comm. (New Programme),0,2,2,1.5,2,1.5,2,3,2,3,0
STU6202,BACHELOR OF SCIENCE,0,3,1,3,2,2,2,3,3,2,0
STU6203,B.Sc. Agric. Econ. and AgBMgt.,0,3,3,3,3,3,3,4,4,4,1
STU6204,BACHELOR OF SCIENCE,0,3,1.5,2,2,2,3,4,3,3,1
STU6205,BACHELOR OF SCIENCE,1,2,2,2,2,3,2,4,2,2,0
STU6206,B.NSc. (N/P),1,0,2,2,2,2,2,2,2,0,0
STU6207,B.Sc. EMOSH,1,0,2,3,2,2,1,3,0,0,0
STU6208,B.Sc. Ani. Sci.,1,3,4,3,2,2,2,5,3,3,1
STU6209,BACHELOR OF SCIENCE,1,2,2,2,2,2,1.5,3,0,0,0
STU6210,BACHELOR OF SCIENCE,0,3,2,3,2,2,2,4,2,2,1
STU6211,B.Ed. Secondary (Business Education),0,2,2,1.5,2,1.5,2,2,2,2,0
STU6212,BACHELOR OF SCIENCE,1,2,2,2,1.5,1.5,2,2,1.5,1.5,0
STU6213,B.Sc. Agric. Ed.,0,3,3,2,2,1.5,2,4,2,3,0
STU6214,B.Sc. ABE,0,3,3,2,3,3,3,4,3,4,1
STU6215,BACHELOR OF SCIENCE,1,3,3,3,3,3,3,4,4,3,1
STU6216,BACHELOR OF SCIENCE,0,3,2,3,3,3,3,4,3,4,1
STU6217,B.Sc. Cons. Sci. Ed.,1,2,2,2,3,2,2,3,2,2,0
STU6218,B.Sc. Cons. Sci. Ed.,0,3,2,3,4,3,3,4,4,4,1
STU6219,B.Ed. Secondary - IDE,0,2,3,2,2,2,3,2,2,2,0
STU6220,B.Sc. Agricultural Extension,1,3,2,2,2,2,2,4,3,3,1
STU6221,B.Sc. Agron.,1,2,2,1.5,1.5,2,1.5,4,2,2,0
STU6222,B.Sc. Ani. Sci.,1,2,2,2,2,2,2,3,2,3,0
STU6223,B.Ed. Secondary - IDE,1,3,2,3,2,3,3,3,3,3,1
STU6224,BACHELOR OF ARTS IN HUMANITIES,0,2,2,2,2,1.5,2,2,2,3,0
STU6225,B.Ed. Secondary (Humanities),1,3,2,2,2,2,2,3,3,3,1
STU6226,B.Sc. ABE,1,2,2,2,2,2,2,3,3,3,0
STU6227,B.Sc. FSNT,0,3,2,2,3,3,3,5,4,3,1
STU6228,B.Sc. Ani. Sci.,1,2,2,1.5,2,1.5,1.5,3,2,3,0
STU6229,B.Sc. ABE,1,3,3,2,3,2,2,3,2,3,1
STU6230,B.Sc. Cons. Sci.,0,2,2,3,2,1.5,2,3,1,2,0
STU6231,B.Sc. ABE,1,0,3,1.5,2,1.5,0,1.5,0,0,0
STU6232,B.Sc. ABE,1,3,3,3,3,3,3,4,2,3,1
STU6233,B.Sc. Cons. Sci.,0,3,2,3,3,2,2,3,3,2,0
STU6234,BACHELOR OF ARTS IN HUMANITIES,0,3,2,3,3,3,3,3,3,3,1
STU6235,B.Sc. Cons. Sci. Ed.,0,2,2,1.5,3,2,1.5,4,1.5,2,0
STU6236,B.Sc. Cons. Sci.,0,3,3,2,2,1.5,2,4,3,2,0
STU6237,B.Ed. Secondary (Humanities),0,3,2,3,3,3,3,3,3,3,1
STU6238,B.Sc. Hort.,1,3,3,3,2,3,3,3,3,3,1
STU6239,BACHELOR OF SCIENCE,0,3,2,2,2,4,3,2,2,2,0
STU6240,B.Sc. Agricultural Extension,1,3,2,2,2,2,2,4,3,3,1
STU6241,B.NSc. (N/P),0,3,1.5,2,2,2,2,3,4,4,0
STU6242,B.Sc. Cons. Sci. Ed.,0,3,2,2,3,3,3,5,3,3,1
STU6243,BACHELOR OF SOCIAL WORK,0,3,3,3,2,3,3,3,3,3,1
STU6244,B.Sc. FSNT,0,3,3,2,2,2,2,4,3,3,1
STU6245,B.Sc. Agricultural Extension,1,2,2,2,1.5,2,1.5,3,3,3,0
STU6246,B.Sc. Hort.,1,3,3,3,2,2,2,2,4,4,1
STU6247,B.Sc. EHFS,1,2,2,2,3,3,2,3,2,3,0
STU6248,B.Sc. Ani. Sci.,1,3,3,2,3,2,2,4,3,3,1
STU6249,B.Sc. Cons. Sci. Ed.,0,3,2,3,2,3,3,4,3,3,1
STU6250,B.A. JMC,1,2,1.5,1.5,2,1.5,1.5,2,2,2,0
STU6251,B.NSc. (N/P),0,3,2,2,3,3,2,3,3,3,1
STU6252,B.Sc. ABE,1,3,3,3,2,2,3,3,2,3,1
STU6253,B.Sc. FSNT,0,2,2,2,2,2,2,3,3,2,0
STU6254,B.Ed. Primary (IDE),0,3,2,3,3,3,4,4,3,3,1
STU6255,B.Sc. Ani. Sci.,0,3,3,3,3,3,3,5,4,4,1
STU6256,B.NSc. (N/P),1,3,3,2,3,3,2,3,3,3,1
STU6257,B.Sc. FSNT,0,2,2,2,1.5,2,2,4,3,2,0
STU6258,B.NSc. (N/P),0,3,3,2,3,3,3,3,3,3,1
STU6259,B.NSc. (N/P),0,3,4,3,4,4,3,4,4,3,1
STU6260,B.Ed. Secondary - IDE,1,3,3,2,2,3,3,3,3,4,1
STU6261,B.Ed. Secondary (Business Education),0,3,2,2,2,2,3,3,3,3,1
STU6262,BACHELOR OF SOCIAL WORK,0,3,3,3,3,3,3,3,3,3,1
STU6263,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,0,2,2,2,2,2,2,2,0,0
STU6264,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,2,2,1.5,2,4,3,3,1
STU6265,B.Ed. Primary(Social Studies)IDE,0,3,2,3,4,3,4,4,3,3,1
STU6266,B.Sc. EMOSH,1,3,2,3,3,3,2,3,2,2,1
STU6267,B.Sc. EHFS,0,3,2,2,2,3,4,4,4,4,1
STU6268,B.Sc. EMOSH,0,3,2,3,3,4,3,3,3,4,1
STU6269,B.Sc. Agric. Econ. and AgBMgt.,1,4,3,3,4,4,3,4,4,4,1
STU6270,B.Ed. Secondary (Science),0,3,2,3,3,2,3,3,3,3,1
STU6271,B.Sc. Ani. Sci.,1,2,2,2,1.5,2,1.5,4,2,3,0
STU6272,B.NSc. (N/P),1,3,3,3,3,3,3,3,3,3,1
STU6273,B.Ed. Secondary (Humanities),1,3,3,3,3,3,3,3,3,3,0
STU6274,B.Comm. (New Programme),1,3,2,2,2,3,3,3,3,3,1
STU6275,B.Sc. EMWR,1,2,1,2,2,2,1.5,2,2,2,0
STU6276,B.Ed. Secondary (Science),0,2,2,2,2,3,2,3,3,2,0
STU6277,B.Ed. Secondary (Science),0,3,2,2,2,2,3,3,3,3,1
STU6278,B.Sc. Cons. Sci. Ed.,0,4,2,3,4,4,4,5,4,4,1
STU6279,B.Ed. Secondary (Business Education),1,3,2,2,1.5,2,3,3,2,3,1
STU6280,B.NSc. (N/P),0,0,1.5,2,2,2,1.5,2,0,0,0
STU6281,B.NSc. (N/P),1,3,4,3,3,4,2,3,3,3,1
STU6282,B.Sc. ABE,1,3,4,3,3,3,3,3,2,3,1
STU6283,B.Ed. Secondary - IDE,0,2,1,1.5,2,2,2,3,2,3,0
STU6284,B.Ed. Secondary (Science),1,3,2,2,3,3,3,4,3,3,1
STU6285,B.Sc. Cons. Sci. Ed.,0,4,3,3,4,3,4,4,4,4,1
STU6286,B.Sc. FSNT,0,3,3,2,3,3,3,4,4,3,1
STU6287,B.Sc. Hort.,0,3,2,2,2,2,1.5,4,2,3,1
STU6288,B.Comm. (New Programme),1,3,4,3,2,2,2,3,3,3,1
STU6289,B.Sc. ABE,0,3,3,2,3,2,3,4,3,3,1
STU6290,B.Comm. (New Programme),0,4,4,4,3,4,5,4,4,4,1
STU6291,B.NSc. (N/P),1,4,4,3,4,4,3,4,4,4,1
STU6292,B.NSc. (N/P),0,3,3,3,3,3,3,3,4,5,1
STU6293,B.Sc. Ani. Sci. (Dairy Option),0,3,2,2,1.5,2,1.5,3,3,3,0
STU6294,B.Sc. Ani. Sci.,1,2,2,2,1.5,2,2,4,3,3,0
STU6295,B.Sc. Cons. Sci.,0,3,2,2,3,3,2,4,3,3,1
STU6296,B.Ed. Secondary (Science),1,2,2,3,2,2,2,3,2,3,0
STU6297,B.Comm. (New Programme),1,3,3,3,3,3,4,4,3,4,1
STU6298,B.Ed. Secondary - IDE,0,2,2,2,1.5,3,2,2,2,3,0
STU6299,B.Ed. Secondary - IDE,0,3,3,3,3,3,3,3,3,4,1
STU6300,B.Sc. Cons. Sci. Ed.,0,3,2,2,2,2,2,4,3,3,1
STU6301,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,2,2,2,3,3,3,4,1
STU6302,BACHELOR OF SOCIAL WORK,0,3,2,3,2,3,3,3,3,3,1
STU6303,B.NSc. (N/P),1,2,3,2,2,2,2,2,2,3,1
STU6304,B.Comm. (New Programme),1,2,2,2,2,1.5,1.5,2,2,2,0
STU6305,B.Sc. Hort.,1,3,3,2,2,3,2,5,3,4,1
STU6306,BACHELOR OF SCIENCE,1,4,3,4,5,4,4,4,3,4,1
STU6307,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,3,3,3,2,4,2,2,0
STU6308,B.Sc. Cons. Sci. Ed.,0,3,3,3,4,3,3,4,3,4,1
STU6309,B.Sc. Agricultural Extension,0,3,3,2,2,3,3,4,3,4,1
STU6310,B.Ed. Secondary (Humanities),0,2,1.5,2,1,2,2,3,3,3,1
STU6311,B.NSc. (N/P),0,3,3,3,3,3,2,3,4,3,1
STU6312,B.Sc. Agric. Ed.,0,3,3,2,2,2,2,4,3,3,1
STU6313,B.A. Humanities (IDE),1,2,3,2,2,2,2,2,2,2,0
STU6314,BACHELOR OF ARTS IN HUMANITIES,1,3,2,2,3,3,3,3,3,3,1
STU6315,B.Sc. Agric. Ed.,0,3,3,2,3,3,3,5,3,4,1
STU6316,B.Sc. Agric. Econ. and AgBMgt.,0,4,4,3,3,3,3,5,4,4,1
STU6317,B.Comm. (New Programme),0,3,3,3,3,3,4,3,3,3,1
STU6318,B.Ed. Secondary - IDE,1,3,3,2,2,3,2,3,2,3,1
STU6319,B.Ed. Secondary (Science),1,4,3,4,5,5,4,4,4,3,1
STU6320,B.NSc. (N/P),1,3,3,2,3,3,2,3,3,4,1
STU6321,B.NSc. (N/P),1,3,3,3,3,3,2,3,3,3,1
STU6322,B.Sc. EHFS,1,3,3,2,2,2,2,3,3,3,1
STU6323,BACHELOR OF SCIENCE,0,2,1,1,3,1.5,2,3,2,1.5,0
STU6324,B.Comm. (New Programme),0,3,3,3,3,3,4,3,3,4,1
STU6325,BACHELOR OF ARTS IN HUMANITIES,1,3,2,2,2,2,3,3,2,3,1
STU6326,BACHELOR OF ARTS IN HUMANITIES,1,2,2,2,1,1,3,2,2,1,0
STU6327,B.Ed. Secondary (Business Education),0,2,2,2,1.5,2,2,3,2,2,0
STU6328,B.Sc. Agron.,0,4,4,3,3,4,4,4,3,4,1
STU6329,B.Sc. EHS (N/P),0,3,2,3,3,3,4,3,4,3,1
STU6330,BACHELOR OF SCIENCE,0,3,3,3,2,4,3,4,4,4,1
STU6331,B.Sc. Ani. Sci.,0,2,2,2,2,2,1.5,4,2,1.5,0
STU6332,B.Sc. EMWR,0,3,1.5,2,2,3,3,3,2,3,1
STU6333,BACHELOR OF SCIENCE,1,3,0,0,2,4,3,3,3,4,0
STU6334,B.Sc. Agric. Econ. and AgBMgt.,0,3,3,2,2,3,3,5,2,3,1
STU6335,B.Sc. Cons. Sci.,0,3,3,2,3,2,3,4,3,3,1
STU6336,B.Ed. Secondary (Business Education),0,2,2,2,2,2,2,3,2,2,0
STU6337,B.Ed. Secondary (Business Education),1,3,3,4,3,3,3,3,3,2,1
STU6338,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,0,2,2,3,4,3,0,3,0,0
STU6339,BACHELOR OF SOCIAL WORK,0,3,2,3,3,3,3,3,3,3,1
STU6340,B.Comm. (New Programme),1,0,3,3,2,1.5,2,2,1.5,0,0
STU6341,B.Sc. EMWR,1,3,1,2,3,2,3,3,3,4,1
STU6342,BACHELOR OF ARTS IN HUMANITIES,1,3,2,2,3,3,3,3,3,4,1
STU6343,B.Sc. Agron.,1,3,2,2,2,2,2,4,3,3,1
STU6344,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,3,2,3,3,4,4,4,1
STU6345,B.Sc. FSNT,0,2,2,2,2,1.5,2,3,2,3,0
STU6346,B.Comm. (New Programme),0,3,2,2,2,4,3,3,3,3,1
STU6347,B.Ed. Secondary (Business Education),0,2,2,1.5,1.5,3,2,2,2,3,0
STU6348,B.Sc. FSNT,0,3,3,2,2,3,3,4,3,2,1
STU6349,B.Comm. (New Programme),0,3,2,2,2,2,3,3,3,3,1
STU6350,BACHELOR OF SOCIAL WORK,0,3,3,3,2,3,3,3,3,3,1
STU6351,B.Sc. Agric. Ed.,1,3,3,3,3,4,3,4,2,3,1
STU6352,B.Comm. (New Programme),0,3,3,2,2,2,4,3,4,3,1
STU6353,B.Sc. ABE,0,3,3,2,3,3,3,3,3,4,1
STU6354,B.Sc. Agric. Ed.,1,3,3,2,3,2,2,3,3,3,1
STU6355,B.Sc. FSNT,0,0,1,1.5,2,0,0,3,0,0,0
STU6356,B.Ed. Primary (Social Studies),0,3,2,2,3,2,2,3,3,3,1
STU6357,B.Comm. (New Programme),0,0,2,2,1.5,1.5,3,2,0,0,0
STU6358,BACHELOR OF SCIENCE,1,3,3,3,2,3,3,4,3,4,1
STU6359,B.Ed. Secondary (Science),1,3,2,2,2,2,2,3,3,3,1
STU6360,B.Sc. Hort.,0,3,3,2,1.5,3,2,4,2,3,0
STU6361,B.Ed. Secondary (Business Education),0,3,3,3,3,3,3,3,3,4,1
STU6362,B.Ed. Secondary (Business Education),1,3,3,3,2,2,3,3,3,3,1
STU6363,B.Ed. Secondary (Business Education),1,2,2,3,2,2,2,2,2,2,0
STU6364,B.Ed. Secondary (Business Education),1,3,3,3,2,2,3,3,3,3,1
STU6365,B.NSc. (N/P),0,3,3,3,4,3,3,4,4,3,1
STU6366,B.Sc. Cons. Sci. Ed.,0,3,2,2,3,2,2,5,3,3,1
STU6367,BACHELOR OF ARTS IN HUMANITIES,0,2,2,2,2,1.5,2,2,2,2,0
STU6368,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,4,3,3,3,4,4,3,4,4,1
STU6369,BACHELOR OF ARTS IN HUMANITIES,1,0,1.5,1.5,3,3,2,2,0,0,0
STU6370,B.Sc. Agric. Econ. and AgBMgt.,1,3,4,4,3,2,2,3,4,3,1
STU6371,BACHELOR OF SCIENCE,1,3,3,3,3,3,3,4,4,3,1
STU6372,B.Sc. Ani. Sci.,0,3,3,2,3,4,3,3,3,3,1
STU6373,B.Ed. Secondary (Humanities),1,2,2,2,2,2,1.5,3,3,2,0
STU6374,B.Sc. Agric. Ed.,0,3,3,2,2,3,3,3,2,3,1
STU6375,BACHELOR OF SCIENCE,1,3,3,3,3,3,3,4,2,2,0
STU6376,B.Sc. EHS (N/P),1,3,3,3,3,3,2,4,3,3,1
STU6377,B.Sc. Cons. Sci. Ed.,1,3,3,2,3,2,2,4,2,2,1
STU6378,B.NSc. (N/P),0,3,3,3,4,3,3,4,4,3,1
STU6379,B.Sc. EHFS,1,2,2,2,2,2,2,3,2,3,0
STU6380,B.Comm. (New Programme),0,3,4,3,3,3,3,4,4,4,1
STU6381,BACHELOR OF SCIENCE,1,3,2,2,2,2,3,4,2,3,0
STU6382,BACHELOR OF SCIENCE,0,2,2,2,2,2,2,3,3,2,0
STU6383,B.Sc. Agric. Ed.,1,3,3,3,2,3,3,3,3,3,1
STU6384,B.Ed. Secondary (Business Education),0,2,1.5,2,1.5,2,3,3,2,3,0
STU6385,B.Ed. Secondary (Humanities),1,2,2,2,1,2,1.5,2,2,1,0
STU6386,B.Sc. Ani. Sci.,0,3,3,2,2,2,2,3,3,3,1
STU6387,BACHELOR OF SOCIAL WORK,1,3,2,2,2,3,2,2,2,4,1
STU6388,B.Comm. (New Programme),0,3,2,1.5,2,2,2,3,3,3,1
STU6389,B.NSc. (N/P),1,3,4,3,3,3,2,4,3,4,1
STU6390,BACHELOR OF ARTS IN HUMANITIES,0,2,2,2,2,2,2,2,2,3,0
STU6391,B.Comm. (New Programme),0,3,3,3,3,3,4,3,4,3,1
STU6392,B.Sc. Ani. Sci. (Dairy Option),0,3,3,3,3,3,2,4,3,4,1
STU6393,B.Sc. ABE,1,3,4,3,3,3,3,4,3,3,1
STU6394,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,2,2,1.5,2,3,3,3,2,0
STU6395,B.Ed. Secondary (Science),0,3,2,2,1.5,2,2,3,3,3,0
STU6396,B.Sc. ABE,1,3,3,3,3,3,3,4,3,3,1
STU6397,B.Sc. FSNT,1,4,3,3,3,3,3,4,4,4,1
STU6398,B.Sc. Ani. Sci.,1,2,2,2,2,3,2,3,2,3,0
STU6399,B.Sc. FSNT,0,3,3,2,3,3,3,4,4,3,1
STU6400,B.Sc. EHFS,0,3,2,3,3,3,3,4,4,4,1
STU6401,B.Sc. Cons. Sci. Ed.,0,3,3,2,3,3,3,3,3,3,1
STU6402,B.Comm. (New Programme),1,3,2,2,2,3,3,3,3,4,1
STU6403,B.Ed. Secondary (Commerce - IDE),0,3,2,3,2,2,3,4,3,3,1
STU6404,B.Sc. Agric. Econ. and AgBMgt.,0,4,4,4,4,4,3,4,3,4,1
STU6405,B.Sc. FSNT,0,2,2,2,1.5,2,1.5,3,2,1.5,0
STU6406,B.Sc. EHFS,1,2,1.5,1.5,2,2,2,3,2,3,0
STU6407,B.Ed. Secondary (Business Education),0,2,2,2,1,2,3,3,3,2,0
STU6408,BACHELOR OF SCIENCE,1,2,2,3,2,3,2,2,1,1.5,0
STU6409,B.Sc. Ani. Sci.,0,3,3,3,2,2,2,3,2,3,1
STU6410,B.Comm. (New Programme),1,3,2,2,2,2,3,4,3,3,1
STU6411,B.Sc. EHFS,0,3,1.5,2,3,3,3,4,3,4,1
STU6412,B.Sc. EMOSH,1,2,1.5,2,1.5,3,1.5,2,1.5,2,0
STU6413,B.Ed. Secondary (Commerce - IDE),1,3,3,3,2,3,3,3,3,3,1
STU6414,B.Sc. Cons. Sci.,0,3,3,2,3,3,3,4,4,4,1
STU6415,B.Sc. Ani. Sci.,1,2,2,2,1.5,1.5,2,3,2,2,0
STU6416,B.Comm. (New Programme),1,3,3,3,3,3,3,3,3,3,1
STU6417,B.Sc. Comp. Sc. Ed.,1,3,2,2,2,4,4,3,3,4,1
STU6418,BACHELOR OF SCIENCE,0,3,2,3,2,3,2,3,3,3,0
STU6419,B.Comm. (New Programme),0,3,3,3,3,3,3,3,4,3,1
STU6420,B.Sc. Hort.,0,3,3,3,3,3,3,5,3,4,1
STU6421,B.Sc. Agron.,1,3,3,3,2,2,2,5,3,3,1
STU6422,B.Ed. Secondary (Business Education),0,2,2,1.5,2,2,2,2,2,3,0
STU6423,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,1,1.5,2,2,1.5,2,2,2,0
STU6424,B.Sc. Cons. Sci.,0,4,4,4,3,4,3,4,4,4,1
STU6425,BACHELOR OF SCIENCE,1,4,3,4,2,4,4,4,3,4,1
STU6426,B.Ed. Secondary - IDE,1,4,3,3,4,3,4,4,4,4,1
STU6427,B.Comm. (New Programme),0,3,2,2,2,2,3,3,3,4,1
STU6428,B.Sc. Agric. Ed.,1,2,2,2,2,1.5,2,5,2,2,0
STU6428,B.Sc. Agric. Ed.,1,2,2,2,2,1.5,2,5,2,2,0
STU6429,B.Ed. Secondary (Humanities),0,3,2,3,3,3,3,3,3,3,1
STU6430,B.Ed. Secondary (Business Education),0,3,2,3,3,2,3,3,3,3,1
STU6431,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,4,4,4,4,4,4,4,4,4,1
STU6432,B.Comm. (New Programme),0,3,3,3,2,3,4,3,4,3,1
STU6433,B.Sc. EHS (N/P),0,3,2,2,3,3,2,4,3,4,1
STU6434,B.Comm. (New Programme),1,3,2,3,3,3,4,3,3,3,1
STU6435,B.Sc. Ani. Sci.,0,2,2,1.5,1.5,2,2,3,2,3,0
STU6436,B.Sc. Hort.,1,3,4,3,2,3,3,5,3,4,1
STU6437,B.Comm. (New Programme),0,3,3,2,3,3,3,3,4,3,1
STU6438,B.A. Humanities (IDE),0,3,3,3,2,2,3,3,2,3,1
STU6439,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,3,3,3,2,3,4,3,3,4,1
STU6440,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,3,3,2,2,4,3,3,1
STU6441,B.Comm. (New Programme),1,3,2,3,3,3,3,3,3,3,1
STU6442,B.Sc. Ani. Sci.,0,2,3,2,1.5,2,1.5,3,3,3,0
STU6443,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,3,2,3,2,3,2,3,3,3,1
STU6444,B.NSc. (N/P),0,4,3,3,4,4,3,4,4,4,1
STU6445,BACHELOR OF ARTS IN HUMANITIES,0,2,2,1.5,2,2,2,2,2,2,0
STU6446,B.Sc. Agric. Ed.,0,3,3,2,3,3,3,4,4,4,1
STU6447,B.NSc. (N/P),1,3,3,3,4,4,3,4,4,3,1
STU6448,B.Ed. Primary(Social Studies)IDE,1,3,3,3,4,3,4,4,4,3,1
STU6449,B.Sc. Ani. Sci.,1,2,3,2,2,2,1.5,4,1.5,2,0
STU6450,B.Sc. EMWR,1,3,2,2,3,3,3,3,3,4,1
STU6451,B.Sc. Ani. Sci. (Dairy Option),0,3,2,2,2,3,2,4,3,3,1
STU6452,B.Sc. EMOSH,1,2,2,2,2,2,2,3,1.5,2,0
STU6453,B.Ed. Secondary (Humanities),1,0,2,2,2,1.5,0,1,0,0,0
STU6454,B.Comm. (New Programme),0,3,4,3,3,3,3,4,4,3,1
STU6455,B.Ed. Secondary - IDE,1,3,3,3,2,3,3,3,3,4,1
STU6456,BACHELOR OF SOCIAL WORK,0,2,2,2,2,2,2,3,2,3,0
STU6457,BACHELOR OF ARTS IN HUMANITIES,1,3,2,2,3,3,3,3,3,3,1
STU6458,BACHELOR OF SOCIAL WORK,0,3,2,3,2,3,3,3,3,3,1
STU6459,B.Comm. (New Programme),1,3,2,3,1.5,2,3,4,4,3,1
STU6460,B.Sc. Agron.,1,2,2,1,1.5,2,1.5,5,1.5,2,0
STU6461,BACHELOR OF ARTS IN HUMANITIES,0,2,2,2,1.5,1.5,3,3,2,2,0
STU6462,B.Comm. (New Programme),0,3,3,3,3,3,3,3,3,3,1
STU6463,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,2,2,2,1.5,3,2,1.5,0
STU6464,B.Sc. Agric. Ed.,1,3,3,3,2,3,2,5,3,3,1
STU6465,B.Ed. Secondary (Science),0,3,2,2,2,3,3,4,3,3,1
STU6467,B.Sc. Hort.,1,3,2,2,1,2,2,3,2,3,0
STU6468,B.Ed. Secondary (Business Education),0,3,3,3,2,3,3,3,3,3,1
STU6469,B.Sc. Agric. Ed.,0,3,4,3,3,3,2,5,3,4,1
STU6470,BACHELOR OF SCIENCE,0,1.5,1,1.5,2,0,0,3,2,1,0
STU6471,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,2,2,2,3,4,3,3,1
STU6472,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,3,3,2,3,2,3,3,3,1
STU6473,B.Sc. Agricultural Extension,1,3,3,2,2,1.5,3,4,3,2,1
STU6474,BACHELOR OF ARTS IN HUMANITIES,1,3,3,2,3,3,3,3,3,3,1
STU6475,B.Sc. Agricultural Extension,1,3,3,3,2,3,3,4,3,4,1
STU6476,B.Ed. Secondary (Humanities),0,2,2,2,2,2,2,2,2,3,0
STU6477,B.Sc. ABE,0,3,3,2,3,3,3,4,2,3,1
STU6478,B.A. Humanities (IDE),0,3,2,2,2,2,3,3,2,3,0
STU6479,B.Sc. ABE,1,3,3,2,3,3,3,2,3,3,1
STU6480,B.Sc. ABE,1,4,4,4,3,4,4,4,4,3,1
STU6481,B.Sc. Agric. Ed.,0,3,2,2,2,3,2,5,3,4,0
STU6482,B.Comm. (New Programme),0,3,2,3,2,3,3,3,3,3,1
STU6483,B.Sc. Cons. Sci.,0,3,3,3,3,3,3,4,3,3,1
STU6484,B.Sc. EMOSH,1,2,2,2,2,2,1.5,2,2,2,0
STU6485,B.Sc. EHS (N/P),1,3,1.5,2,3,3,3,3,2,3,1
STU6486,BACHELOR OF SCIENCE,1,3,2,1,1.5,3,1.5,4,3,3,0
STU6487,B.NSc. (N/P),0,3,3,3,3,3,3,3,4,4,1
STU6488,B.Comm. (New Programme),1,2,2,2,2,1.5,3,3,3,2,0
STU6488,B.Comm. (New Programme),1,2,2,2,2,1.5,3,3,3,2,0
STU6489,B.Sc. ABE,1,3,3,3,3,2,2,4,1.5,1.5,0
STU6490,B.Ed. Secondary (Science),0,3,2,3,2,3,3,3,3,3,1
STU6491,B.NSc. (N/P),1,4,4,3,4,4,3,4,4,4,1
STU6492,B.Sc. Agron.,1,3,3,3,2,2,3,5,3,4,1
STU6493,B.Sc. EMWR,1,2,1.5,2,2,2,2,2,2,2,0
STU6494,B.Comm. (New Programme),0,3,4,4,2,3,4,4,4,3,1
STU6495,B.Sc. Ani. Sci.,0,2,2,2,2,2,1,4,2,2,0
STU6496,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,2,3,2,2,4,3,4,1
STU6497,B.Sc. Agric. Ed.,1,3,3,2,2,3,3,5,3,3,1
STU6498,B.Ed. Secondary (Science),0,3,1.5,2,2,2,2,3,3,3,1
STU6499,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,3,3,3,2,3,3,3,2,2,0
STU6500,B.Sc. FSNT,1,3,2,2,3,3,3,5,4,3,1
